protocol,fold_id,test_environment,fit_trajectories,calibration_trajectories,test_trajectory,covariance_input,method,agaci_aggregation,alpha,target_coverage,n_calibration,n_test,coverage,absolute_coverage_gap,median_log_6d_volume,mean_log_6d_volume,median_log_task_volume_m3,mean_log_task_volume_m3,coverage_per_median_volume,mean_radius,mean_effective_alpha,rolling_coverage_mae_100,longest_miss_streak
same_environment,same_environment:OV_V2_02_medium,V2,OV_V2_01_easy,OV_V2_03_difficult,OV_V2_02_medium,openvins_full_6d,AgACI-EWA,exponential_weights,0.4,0.6,1755,2249,0.6149399733214762,0.01493997332147623,-5.7546092864946665,-5.669005416630806,2.9838341076806305,2.971824624541875,194.10100466908062,32.18789960353417,0.37177253698177815,0.07589767441860477,38
same_environment,same_environment:OV_V2_02_medium,V2,OV_V2_01_easy,OV_V2_03_difficult,OV_V2_02_medium,openvins_full_6d,ACI,none,0.5,0.5,1755,2249,0.48110271231658513,0.018897287683414865,-6.110268627424542,-6.050052189750241,2.684126197889235,2.7813012379821567,216.7173857429558,29.478842353818933,0.4155091151622943,0.21785116279069777,154
same_environment,same_environment:OV_V2_02_medium,V2,OV_V2_01_easy,OV_V2_03_difficult,OV_V2_02_medium,openvins_full_6d,AgACI-EWA,exponential_weights,0.5,0.5,1755,2249,0.49310804802134284,0.006891951978657163,-5.82333189779769,-5.815164380347402,2.9516877602077454,2.898745142683577,166.71819520303865,31.513042238445436,0.38141644858500207,0.08306511627906982,49
same_environment,same_environment:OV_V2_02_medium,V2,OV_V2_01_easy,OV_V2_03_difficult,OV_V2_02_medium,empirical_full_6d,ACI,none,0.01,0.99,1755,2249,1.0,0.010000000000000009,-8.663847888694345,-8.585575049139905,-0.665646646888927,-0.6265102271117085,5789.770246515647,12.103544198152386,0.12239999999999879,0.010000000000000453,0
same_environment,same_environment:OV_V2_02_medium,V2,OV_V2_01_easy,OV_V2_03_difficult,OV_V2_02_medium,empirical_full_6d,AgACI-EWA,exponential_weights,0.01,0.99,1755,2249,0.9968875055580257,0.006887505558025753,-11.661878970953401,-11.31368682827168,-2.164662188018456,-1.9905661166775939,115700.66058460547,8.17881519280554,0.43998343112058425,0.012018604651163188,1
same_environment,same_environment:OV_V2_02_medium,V2,OV_V2_01_easy,OV_V2_03_difficult,OV_V2_02_medium,empirical_full_6d,ACI,none,0.05,0.95,1755,2249,0.9728768341485104,0.022876834148510494,-11.865868732719283,-12.077914154300595,-2.266657068901397,-2.3726797796920525,138464.7340379958,6.981759363564306,0.4930849266340403,0.06610232558139577,48
same_environment,same_environment:OV_V2_02_medium,V2,OV_V2_01_easy,OV_V2_03_difficult,OV_V2_02_medium,empirical_full_6d,AgACI-EWA,exponential_weights,0.05,0.95,1755,2249,0.9808803912850156,0.03088039128501563,-14.472678710661151,-13.649096250456559,-3.570062057872331,-3.158270827770034,1892433.1849937544,5.471597444467214,0.6652367911331839,0.0366976744186051,2
same_environment,same_environment:OV_V2_02_medium,V2,OV_V2_01_easy,OV_V2_03_difficult,OV_V2_02_medium,empirical_full_6d,ACI,none,0.1,0.9,1755,2249,0.9301911960871498,0.03019119608714982,-13.337197808853285,-13.29390941090226,-3.0023216069683976,-2.980677407992885,576558.8425456957,5.684140344488486,0.6257919075144514,0.0959906976744189,50
same_environment,same_environment:OV_V2_02_medium,V2,OV_V2_01_easy,OV_V2_03_difficult,OV_V2_02_medium,empirical_full_6d,AgACI-EWA,exponential_weights,0.1,0.9,1755,2249,0.9493108048021343,0.049310804802134234,-14.76256107947281,-14.060092791040459,-3.7150032422781605,-3.363769098061985,2447412.87003553,5.036026299290566,0.7036990131270552,0.055558139534884136,2
same_environment,same_environment:OV_V2_02_medium,V2,OV_V2_01_easy,OV_V2_03_difficult,OV_V2_02_medium,empirical_full_6d,ACI,none,0.2,0.8,1755,2249,0.8301467318808359,0.03014673188083583,-14.65719123260191,-14.025565158321548,-3.6623183188427104,-3.3465052817025303,1926159.003340753,5.0424100681611135,0.6952209871053806,0.10369767441860486,51
same_environment,same_environment:OV_V2_02_medium,V2,OV_V2_01_easy,OV_V2_03_difficult,OV_V2_02_medium,empirical_full_6d,AgACI-EWA,exponential_weights,0.2,0.8,1755,2249,0.8746109381947532,0.07461093819475317,-14.928680144259403,-14.324835492988726,-3.7980627746714566,-3.4961404490361185,2662308.0984138907,4.791621130490756,0.7275678380398056,0.0743302325581399,5
same_environment,same_environment:OV_V2_02_medium,V2,OV_V2_01_easy,OV_V2_03_difficult,OV_V2_02_medium,empirical_full_6d,ACI,none,0.4,0.6,1755,2249,0.6211649622054246,0.02116496220542463,-15.025836550534917,-14.4548769320601,-3.846640977809214,-3.5611611685718048,2083746.342574834,4.678496849192506,0.741638061360605,0.1020697674418606,54
