protocol,fold_id,test_environment,test_trajectory,covariance_strategy,score_scale,method,feedback,alpha,target_coverage,n_test,coverage,absolute_coverage_gap,median_log_task_volume_m3,p90_log_task_volume_m3,mean_log_task_volume_m3,mean_radius,rolling_coverage_mae_100,longest_miss_streak
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,raw_openvins,loglinear_covariance_time,ACI,recent_300,0.1,0.9,2669,0.8849756463094792,0.015024353690520797,3.3591707293365616,5.09804128511315,3.054199803541901,26.40076005001042,0.11054085603112858,37
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,raw_openvins,loglinear_covariance_time,AgACI-EWA,recent_300,0.1,0.9,2669,0.8872236792806294,0.012776320719370626,3.0941114708143056,4.536732366058068,2.6410090513371935,22.87767311682677,0.06288715953307396,25
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,raw_openvins_fit_bias,constant,ACI,calibration_only,0.1,0.9,2669,0.9160734357437242,0.016073435743724218,4.38376970713861,5.269776055175738,4.314771956590856,37.078209336432316,0.0841595330739301,24
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,raw_openvins_fit_bias,constant,AgACI-EWA,calibration_only,0.1,0.9,2669,0.9535406519295616,0.05354065192956159,4.206467560662492,5.284021284961083,4.079742926667479,34.559134293741735,0.05388326848249071,3
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,raw_openvins_fit_bias,loglinear_covariance,ACI,calibration_only,0.1,0.9,2669,0.9224428624953166,0.022442862495316573,4.689497521617371,5.64463854331602,4.400838729203772,38.969370470519316,0.07421789883268498,31
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,raw_openvins_fit_bias,loglinear_covariance,AgACI-EWA,calibration_only,0.1,0.9,2669,0.9310603222180592,0.03106032221805921,4.348210351679845,5.515953928647111,4.147500430613528,37.19696281058462,0.052046692607004154,10
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,raw_openvins_fit_bias,loglinear_covariance_time,ACI,calibration_only,0.1,0.9,2669,0.9265642562757587,0.026564256275758646,4.796279589837614,5.721988798806057,4.382402742048141,38.939860169319175,0.07182490272373562,30
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,raw_openvins_fit_bias,loglinear_covariance_time,AgACI-EWA,calibration_only,0.1,0.9,2669,0.9246908954664669,0.024690895466466856,4.2750465442393315,5.4208939291031255,4.080626783679505,35.25647468147181,0.051031128404669536,17
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,diagonal_openvins,constant,ACI,calibration_only,0.1,0.9,2669,0.9063319595354066,0.0063319595354065505,1.3006220901158887,4.315487723128315,1.7801221396557219,15.038825708525412,0.06968871595330753,25
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,diagonal_openvins,constant,AgACI-EWA,calibration_only,0.1,0.9,2669,0.9179467965530161,0.01794679655301612,0.9349903020946986,4.360456437690606,1.4122537358588954,14.108021972807547,0.041529182879377624,5
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,diagonal_openvins,loglinear_covariance,ACI,calibration_only,0.1,0.9,2669,0.9149494192581491,0.014949419258149077,1.2716119247428086,4.062683759778033,1.5911743214514107,14.154684413499242,0.07436964980544764,21
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,diagonal_openvins,loglinear_covariance,AgACI-EWA,calibration_only,0.1,0.9,2669,0.9273136005994754,0.027313600599475407,0.9034224376126012,4.204560336843795,1.270585165515742,13.261134982651946,0.048813229571984716,7
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,diagonal_openvins,loglinear_covariance_time,ACI,calibration_only,0.1,0.9,2669,0.9142000749344323,0.014200074934432316,1.2259464719792712,4.068769796397687,1.585440774290804,14.132200174368156,0.07293385214007798,20
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,diagonal_openvins,loglinear_covariance_time,AgACI-EWA,calibration_only,0.1,0.9,2669,0.9291869614087673,0.02918696140876731,0.9430791987680749,4.212564161804633,1.2700110905201683,13.314255850674957,0.05075875486381351,8
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,diagonal_openvins_fit_bias,constant,ACI,calibration_only,0.1,0.9,2669,0.9022105657549644,0.0022105657549643665,2.1024750997596904,4.110006524087601,2.4443769931940498,18.05799609692651,0.06143190661478611,31
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,diagonal_openvins_fit_bias,constant,AgACI-EWA,calibration_only,0.1,0.9,2669,0.9134507306107156,0.013450730610715556,1.829264558162805,4.315290054800381,2.266973886306701,17.66947750770487,0.03670038910505852,11
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,diagonal_openvins_fit_bias,loglinear_covariance,ACI,calibration_only,0.1,0.9,2669,0.910828025477707,0.010828025477707004,1.8950463524347754,4.010898352634522,2.19619255454975,16.81303117943446,0.0720311284046694,14
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,diagonal_openvins_fit_bias,loglinear_covariance,AgACI-EWA,calibration_only,0.1,0.9,2669,0.9254402397901836,0.025440239790183616,1.6229638213601962,4.074506867399818,2.0044174361186955,16.039032856712353,0.039163424124513894,5
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,diagonal_openvins_fit_bias,loglinear_covariance_time,ACI,calibration_only,0.1,0.9,2669,0.9123267141251405,0.012326714125140525,1.880089335816443,4.0228496059392045,2.1934459577631173,16.805945547040086,0.07268093385214022,14
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,diagonal_openvins_fit_bias,loglinear_covariance_time,AgACI-EWA,calibration_only,0.1,0.9,2669,0.9359310603222181,0.035931060322218045,1.6438326303596966,4.095879432269355,2.013534593333156,16.086837721191433,0.043809338521401106,5
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,standardized_correlation,constant,ACI,calibration_only,0.1,0.9,2669,0.8973398276508056,0.0026601723491944673,2.2428283260214865,3.0810060250111566,2.223035782261422,3.6420144194366535,0.0589961089494164,18
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,standardized_correlation,constant,AgACI-EWA,calibration_only,0.1,0.9,2669,0.9434245035593856,0.04342450355938554,2.252595241535875,3.2121206629897574,2.208926355360457,3.706328401209763,0.04844747081712104,11
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,standardized_correlation,constant,ACI,recent_100,0.1,0.9,2669,0.8381416260771825,0.06185837392281757,2.2216508675038034,3.22031493457941,2.1952708087518995,3.6365847040460637,0.1228287937743191,47
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,standardized_correlation,constant,AgACI-EWA,recent_100,0.1,0.9,2669,0.8179093293368302,0.08209067066316977,2.1326264408545796,3.1259315531888463,2.0785748370485004,3.5079015867879693,0.11340077821011667,47
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,standardized_correlation,constant,ACI,recent_300,0.1,0.9,2669,0.84563506931435,0.05436493068565007,2.2401939425130952,3.201052621561187,2.2178658078149827,3.658435593482841,0.11759533073929962,47
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,standardized_correlation,constant,AgACI-EWA,recent_300,0.1,0.9,2669,0.8388909704008992,0.061109029599100806,2.1361446383996325,3.091620898737862,2.0599873643577915,3.4872324715995346,0.10012451361867704,48
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,standardized_correlation,loglinear_covariance,ACI,calibration_only,0.1,0.9,2669,0.8962158111652304,0.0037841888347696084,2.310659397570658,3.182771517719292,2.273659524752748,3.7516060505124313,0.06800778210116737,32
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,standardized_correlation,loglinear_covariance,AgACI-EWA,calibration_only,0.1,0.9,2669,0.9220681903334582,0.022068190333458193,2.247217151104171,3.1372601199113865,2.19221309097733,3.722740004502842,0.039412451361867926,15
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,standardized_correlation,loglinear_covariance,ACI,recent_100,0.1,0.9,2669,0.8677407268639941,0.03225927313600596,2.3938735379100846,3.4308726354527885,2.3260252676536455,3.869555698585779,0.09072762645914399,30
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,standardized_correlation,loglinear_covariance,AgACI-EWA,recent_100,0.1,0.9,2669,0.8523791682278007,0.047620831772199335,2.2448781293765654,3.1702313599074277,2.1313964376255154,3.614231050755351,0.0800116731517509,44
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,standardized_correlation,loglinear_covariance,ACI,recent_300,0.1,0.9,2669,0.8819782690146122,0.01802173098538784,2.3578143223294656,3.3715163198637956,2.3169805845352394,3.8299009564181015,0.0927587548638133,31
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,standardized_correlation,loglinear_covariance,AgACI-EWA,recent_300,0.1,0.9,2669,0.8729861371300113,0.027013862869988747,2.189711406982526,3.178751407260906,2.1021510133722674,3.5788176282047193,0.06505447470817119,44
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,standardized_correlation,loglinear_covariance_time,ACI,calibration_only,0.1,0.9,2669,0.8984638441363807,0.0015361558636193262,2.2135240055574474,3.0395531938593954,2.1907264649166542,3.6177828868000117,0.06635797665369657,27
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,standardized_correlation,loglinear_covariance_time,AgACI-EWA,calibration_only,0.1,0.9,2669,0.9239415511427501,0.023941551142750095,2.1999721964003527,3.0270945441850383,2.1099359164653557,3.5579525013766866,0.044299610894941895,20
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,standardized_correlation,loglinear_covariance_time,ACI,recent_100,0.1,0.9,2669,0.8666167103784189,0.0333832896215811,2.3234253867900927,3.3655749739164986,2.2520481305018936,3.7404575188379803,0.09298832684824905,28
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,standardized_correlation,loglinear_covariance_time,AgACI-EWA,recent_100,0.1,0.9,2669,0.8411390033720495,0.058860996627950524,2.1901864805410747,3.0966553863447666,2.074272795028156,3.526542348634336,0.08829182879377424,39
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,standardized_correlation,loglinear_covariance_time,ACI,recent_300,0.1,0.9,2669,0.8804795803671788,0.01952041963282125,2.3036847526658017,3.300891115036168,2.266029450538255,3.7439888311658978,0.09298443579766545,34
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,standardized_correlation,loglinear_covariance_time,AgACI-EWA,recent_300,0.1,0.9,2669,0.8681153990258523,0.03188460097414769,2.157527001923137,3.075044315088883,2.0552809731637494,3.5072885428063505,0.06979377431906612,39
pooled_same_robot,pooled_same_robot:OV_MH_01_easy,MH,OV_MH_01_easy,whitened_correlation,constant,ACI,calibration_only,0.1,0.9,2669,0.8137879355563882,0.08621206444361185,3.772065877006064,12.746814457479932,4.584523665511022,8.87639071741772,0.14755642023346302,50
