covariance_strategy,score_scale,method,feedback,alpha,pooled_coverage,cross_environment_coverage,worst_coverage,pooled_minimum_trajectory_coverage,cross_minimum_trajectory_coverage,worst_trajectory_coverage,pooled_volume_m3,cross_environment_volume_m3,worst_volume_m3,pooled_p90_volume_m3,cross_environment_p90_volume_m3,worst_rolling_mae,coverage_valid_1pct
correlation_shrink_0.75,loglinear_covariance,ACI,calibration_only,0.1,0.8984595070422535,0.8749119718309859,0.8749119718309859,0.8137472283813747,0.7563676633444075,0.7563676633444075,2.0485503804995013,2.383492798173238,2.383492798173238,15.857743325154994,24.78024201030932,0.09431289579588743,False
correlation_shrink_0.50,loglinear_covariance,ACI,calibration_only,0.1,0.886487676056338,0.891725352112676,0.886487676056338,0.7314009661835749,0.8095238095238095,0.7314009661835749,2.609030633350565,3.136694729973285,3.136694729973285,18.90261893402008,32.567685745255915,0.10207009020456673,False
correlation_shrink_0.50,loglinear_covariance_time,ACI,calibration_only,0.1,0.893705985915493,0.8878521126760563,0.8878521126760563,0.7410628019323672,0.8006644518272426,0.7410628019323672,3.3680982793153262,3.2502119863694716,3.3680982793153262,23.27353040429634,31.312924189537192,0.09114050405784578,False
standardized_correlation,loglinear_covariance_time,AgACI-EWA,calibration_only,0.1,0.8820862676056338,0.8748679577464789,0.8748679577464789,0.573170731707317,0.5362158167036216,0.5362158167036216,2.024957037033476,3.5872826554899278,3.5872826554899278,8.430185496211129,14.204204485547136,0.07499029328962936,False
standardized_correlation,loglinear_covariance,AgACI-EWA,calibration_only,0.1,0.8964788732394366,0.886487676056338,0.886487676056338,0.7217294900221729,0.6282335550628233,0.6282335550628233,2.3342183937176895,3.6408558381471394,3.6408558381471394,9.76588527772441,15.048434681023533,0.06853722444537622,False
standardized_correlation,constant,AgACI-EWA,recent_300,0.1,0.8765845070422535,0.8825704225352112,0.8765845070422535,0.8388909704008992,0.8568752341701011,0.8388909704008992,2.3148760296388073,3.9089548453027527,3.9089548453027527,12.142972156161232,23.057563542597933,0.06544759058793369,False
correlation_shrink_0.25_fit_bias,constant,AgACI-EWA,calibration_only,0.1,0.9008802816901409,0.8883802816901408,0.8883802816901408,0.851207729468599,0.8009661835748793,0.8009661835748793,2.648584649559671,3.99001866531549,3.99001866531549,17.300196728215685,19.025364362667638,0.04997569371907184,False
standardized_correlation,constant,AgACI-EWA,recent_100,0.1,0.8474031690140845,0.8529489436619718,0.8474031690140845,0.7967479674796748,0.7923133776792314,0.7923133776792314,2.430684611743747,4.0376125634080084,4.0376125634080084,15.339563946055048,27.806181936119785,0.08269375815798434,False
standardized_correlation,loglinear_covariance_time,AgACI-EWA,recent_300,0.1,0.8856073943661972,0.8851232394366197,0.8851232394366197,0.8569844789356984,0.8555062823355506,0.8555062823355506,2.214801758698319,4.120236928153869,4.120236928153869,10.575495722615749,20.59012928995425,0.06410311129301412,False
diagonal_openvins_fit_bias,loglinear_covariance,ACI,calibration_only,0.1,0.886399647887324,0.8889524647887324,0.886399647887324,0.7283813747228381,0.7535107169253511,0.7283813747228381,2.6373331270865905,4.1298128449803375,4.1298128449803375,18.972292476696143,25.3637520605145,0.08687423598566667,False
