covariance_strategy,score_scale,method,feedback,alpha,pooled_coverage,cross_environment_coverage,worst_coverage,pooled_minimum_trajectory_coverage,cross_minimum_trajectory_coverage,worst_trajectory_coverage,pooled_volume_m3,cross_environment_volume_m3,worst_volume_m3,pooled_p90_volume_m3,cross_environment_p90_volume_m3,worst_rolling_mae,coverage_valid_1pct
standardized_correlation,loglinear_covariance,AgACI-EWA,recent_300,0.1,0.8831866197183098,0.8837147887323944,0.8831866197183098,0.8595713229859572,0.8540280857354028,0.8540280857354028,2.3754079159714157,4.148880747512324,4.148880747512324,11.530008867194052,21.770132713198468,0.06434189690694132,False
diagonal_openvins_fit_bias,loglinear_covariance_time,ACI,calibration_only,0.1,0.8824823943661971,0.8873239436619719,0.8824823943661971,0.6910569105691057,0.746119733924612,0.6910569105691057,2.4836568467508444,4.160973341264091,4.160973341264091,16.910626778128922,25.812890144639706,0.09025165607608761,False
standardized_correlation,loglinear_covariance,AgACI-EWA,recent_100,0.1,0.8578785211267606,0.8463028169014084,0.8463028169014084,0.8067257945306726,0.7823355506282336,0.7823355506282336,2.440734091539758,4.166068814231762,4.166068814231762,13.406102027708156,24.417748285682343,0.08646271210780142,False
standardized_correlation,loglinear_covariance_time,AgACI-EWA,recent_100,0.1,0.8542693661971831,0.8465228873239437,0.8465228873239437,0.7985957132298596,0.7760532150776053,0.7760532150776053,2.3044670073199054,4.1676434538677025,4.1676434538677025,12.364815170534223,24.373786005185487,0.08361618368391278,False
correlation_shrink_0.25,loglinear_covariance,ACI,calibration_only,0.1,0.889480633802817,0.8933978873239437,0.889480633802817,0.721256038647343,0.7260869565217392,0.721256038647343,3.895598456678483,4.381017998866879,4.381017998866879,25.344051373037175,39.200605336156976,0.1047204410580158,False
diagonal_openvins_fit_bias,constant,ACI,calibration_only,0.1,0.8941461267605634,0.8893485915492958,0.8893485915492958,0.8053140096618358,0.7671497584541063,0.7671497584541063,3.1882082657473725,4.4230289621397905,4.4230289621397905,14.70526124663432,16.270027695981554,0.0840043315849484,False
correlation_shrink_0.75_fit_bias,constant,ACI,calibration_only,0.1,0.8944542253521127,0.889524647887324,0.889524647887324,0.8033816425120773,0.7652173913043478,0.7652173913043478,3.2565653378684307,4.5380029242809625,4.5380029242809625,14.944607116611738,16.278130748703823,0.08546058801619599,False
standardized_correlation,loglinear_covariance_time,ACI,calibration_only,0.1,0.8683978873239436,0.8660211267605634,0.8660211267605634,0.5565410199556541,0.5558019216555802,0.5558019216555802,2.6887417240859914,4.698939336418493,4.698939336418493,8.771837188644804,14.769889182966867,0.10390495350221383,False
standardized_correlation,constant,ACI,calibration_only,0.1,0.8847711267605634,0.8825704225352112,0.8825704225352112,0.7313377679231338,0.7065779748706578,0.7065779748706578,2.9641736972655326,4.837301055844055,4.837301055844055,9.759828410471867,17.624702301320546,0.08775079992547992,False
standardized_correlation,loglinear_covariance,ACI,calibration_only,0.1,0.885475352112676,0.8765404929577465,0.8765404929577465,0.7243163340724317,0.6419068736141907,0.6419068736141907,3.1644756836584063,4.998277964855394,4.998277964855394,10.466896912624753,15.332954770303248,0.0921467113078501,False
correlation_shrink_0.50_fit_bias,constant,ACI,calibration_only,0.1,0.8944542253521127,0.889524647887324,0.889524647887324,0.7995169082125604,0.7618357487922706,0.7618357487922706,3.6423384825546363,5.1740309506260465,5.1740309506260465,15.775833716961348,17.030141691746636,0.08710261119855181,False
standardized_correlation,constant,ACI,recent_100,0.1,0.8681778169014085,0.8718309859154929,0.8681778169014085,0.8329637841832964,0.8307464892830746,0.8307464892830746,3.4226918286843024,5.658197619285445,5.658197619285445,40.172140622708696,59.084529296293596,0.09257323459897679,False
standardized_correlation,loglinear_covariance,ACI,recent_100,0.1,0.8772447183098592,0.8660211267605634,0.8660211267605634,0.8392461197339246,0.8255728011825573,0.8255728011825573,3.433017567662736,6.119806996377375,6.119806996377375,21.155190695321068,50.11068022360118,0.09485507227455536,False
standardized_correlation,loglinear_covariance_time,ACI,recent_100,0.1,0.8741197183098591,0.8663732394366197,0.8663732394366197,0.8325942350332595,0.811160384331116,0.811160384331116,3.118959041805905,6.243845842789843,6.243845842789843,20.062548333779056,46.854015161971844,0.09088909490679555,False
standardized_correlation,constant,ACI,recent_300,0.1,0.8839348591549295,0.8881161971830986,0.8839348591549295,0.84563506931435,0.8598726114649682,0.84563506931435,3.7922907577269096,6.364539663456385,6.364539663456385,20.153975059451366,38.470641693470284,0.09673576227502158,False
correlation_shrink_0.25_fit_bias,constant,ACI,calibration_only,0.1,0.8956866197183099,0.8893485915492958,0.8893485915492958,0.806280193236715,0.7579710144927536,0.7579710144927536,4.611436613547504,7.077219147445444,7.077219147445444,17.226222677702822,19.84503113670636,0.09031485677566375,False
standardized_correlation,loglinear_covariance_time,ACI,recent_300,0.1,0.8923415492957747,0.8899647887323944,0.8899647887323944,0.8776792313377679,0.8718621206444361,0.8718621206444361,3.556651062694387,7.435086422514468,7.435086422514468,17.368948095330964,36.10251655727221,0.09781237106029268,False
standardized_correlation,loglinear_covariance,ACI,recent_300,0.1,0.892737676056338,0.8890845070422535,0.8890845070422535,0.8806356245380635,0.8734177215189873,0.8734177215189873,3.7926071324129653,7.648822557644921,7.648822557644921,18.374900029904435,38.477053582606494,0.09684504655241581,False
raw_openvins,constant,AgACI-EWA,recent_300,0.1,0.8419014084507043,0.8420774647887324,0.8419014084507043,0.8178119349005425,0.8182640144665461,0.8178119349005425,16.328970562406905,16.413484793101503,16.413484793101503,55.83329909151581,56.04656410839702,0.11542326825075468,False
raw_openvins,constant,AgACI-EWA,recent_100,0.1,0.8060299295774648,0.8063820422535212,0.8060299295774648,0.7857142857142857,0.7870705244122965,0.7857142857142857,17.041024700725036,17.13826946997829,17.13826946997829,62.46551570698778,62.64351903892685,0.14093043564653554,False
raw_openvins,loglinear_covariance,AgACI-EWA,recent_100,0.1,0.852112676056338,0.8404049295774648,0.8404049295774648,0.7912047302291205,0.7912047302291205,0.7912047302291205,20.051342529795054,20.615558672042116,20.615558672042116,82.059785459598,113.57110875020645,0.09854777383387937,False
raw_openvins,loglinear_covariance,AgACI-EWA,recent_300,0.1,0.878213028169014,0.8747799295774648,0.8747799295774648,0.8333333333333334,0.8322246858832225,0.8322246858832225,19.543615026643536,20.654928702752393,20.654928702752393,74.06730701771212,102.89113256529053,0.08238958493754599,False
raw_openvins,loglinear_covariance_time,AgACI-EWA,recent_300,0.1,0.874031690140845,0.8739436619718309,0.8739436619718309,0.8329637841832964,0.8322246858832225,0.8322246858832225,19.877855969165374,20.776870996094356,20.776870996094356,77.6060338386952,105.3366535273109,0.08057494051054669,False
raw_openvins,loglinear_covariance_time,AgACI-EWA,recent_100,0.1,0.8444102112676056,0.8419014084507043,0.8419014084507043,0.7912047302291205,0.7912047302291205,0.7912047302291205,20.348578993268642,20.931291470313912,20.931291470313912,82.4091365458576,117.90081792006595,0.09694149419735178,False
raw_openvins,constant,ACI,recent_100,0.1,0.8277728873239436,0.8277728873239436,0.8277728873239436,0.7986636971046771,0.7986636971046771,0.7986636971046771,21.45811580262446,21.489369051164164,21.489369051164164,71.6836937956196,72.46701875174091,0.14302105079357963,False
raw_openvins,constant,ACI,recent_300,0.1,0.8568221830985916,0.8568221830985916,0.8568221830985916,0.8311804008908686,0.8311804008908686,0.8311804008908686,25.44007714824473,25.478881188848725,25.478881188848725,77.45814828005096,78.12438573803786,0.1417838413387938,False
raw_openvins,loglinear_covariance,ACI,recent_100,0.1,0.8720070422535211,0.8611355633802817,0.8611355633802817,0.8288987435328898,0.8250276854928018,0.8250276854928018,25.707881268381602,27.702397663494605,27.702397663494605,112.0942101528685,190.496477304486,0.10386007585558628,False
raw_openvins,loglinear_covariance_time,ACI,recent_100,0.1,0.8639084507042254,0.8616637323943662,0.8616637323943662,0.8288987435328898,0.8266888150609081,0.8266888150609081,26.313935420631434,27.87117608679979,27.87117608679979,127.65328061224184,196.9897122936019,0.1033229708197554,False
whitened_correlation,loglinear_covariance_time,ACI,calibration_only,0.1,0.8712588028169014,0.857306338028169,0.857306338028169,0.5295639320029564,0.5011086474501109,0.5011086474501109,18.903718321530967,31.328142384305767,31.328142384305767,134.60574512610134,193.52608577684302,0.10360482385097046,False
whitened_correlation,loglinear_covariance,ACI,calibration_only,0.1,0.8630281690140845,0.8440580985915493,0.8440580985915493,0.5055432372505543,0.5033259423503326,0.5033259423503326,15.7229488703587,32.34421942945148,32.34421942945148,126.62492887240877,387.06375529969733,0.11575589387158992,False
whitened_correlation,constant,ACI,calibration_only,0.1,0.8387764084507042,0.8431778169014085,0.8387764084507042,0.5092387287509239,0.5114560236511456,0.5092387287509239,16.135899765135125,32.627925411469256,32.627925411469256,353.7702159173194,248.37075441056498,0.126432004819173,False
raw_openvins,loglinear_covariance_time,ACI,recent_300,0.1,0.8811619718309859,0.8829665492957747,0.8811619718309859,0.8584626755358463,0.8525612472160357,0.8525612472160357,30.913185434523676,33.83906333106858,33.83906333106858,160.08541827359224,192.1262637190046,0.11175587201756008,False
raw_openvins,loglinear_covariance,ACI,recent_300,0.1,0.8876320422535211,0.8825264084507042,0.8825264084507042,0.8584626755358463,0.8516703786191536,0.8516703786191536,30.520233767758626,34.31098785253396,34.31098785253396,133.60498087854504,186.09314397849906,0.11270115782398551,False
whitened_correlation,loglinear_covariance_time,AgACI-EWA,calibration_only,0.1,0.8891285211267606,0.9201584507042253,0.8891285211267606,0.549519586104952,0.7856614929785661,0.549519586104952,15.266282822559305,59.043930204221866,59.043930204221866,124.81970479903906,180.1174261593261,0.07500933741774728,False
raw_openvins_fit_bias,constant,AgACI-EWA,calibration_only,0.1,0.9035651408450704,0.8789612676056338,0.8789612676056338,0.8011825572801182,0.7653362897265337,0.7653362897265337,42.977442035584374,86.20320144441587,86.20320144441587,406.29565722637693,2753.8225381821458,0.07724007526569737,False
raw_openvins_fit_bias,constant,ACI,calibration_only,0.1,0.893705985915493,0.8750880281690141,0.8750880281690141,0.7934220251293422,0.745750184774575,0.745750184774575,57.004295198923295,106.95644548630928,106.95644548630928,471.56857351710414,3510.736758713155,0.10404262346849076,False
