protocol,covariance_strategy,score_scale,method,feedback,alpha,target_coverage,trajectory_mean_coverage,trajectory_std_coverage,minimum_trajectory_coverage,geometric_mean_median_volume_m3,geometric_mean_p90_volume_m3,rolling_coverage_mae_100,longest_miss_streak,folds,sample_pooled_coverage,coverage_shortfall
cross_environment,raw_openvins,loglinear_covariance_time,ACI,recent_300,0.1,0.9,0.8849959601102172,0.017451386882085616,0.8525612472160357,33.83906333106858,192.1262637190046,0.11175587201756008,32.72727272727273,11,0.8829665492957747,0.01703345070422535
cross_environment,standardized_correlation,constant,AgACI-EWA,recent_300,0.1,0.9,0.8854189390324955,0.017816585829156368,0.8568752341701011,3.9089548453027527,23.057563542597933,0.062064289614546575,21.90909090909091,11,0.8825704225352112,0.017429577464788792
cross_environment,standardized_correlation,constant,ACI,calibration_only,0.1,0.9,0.8889285359637896,0.06163596998552186,0.7065779748706578,4.837301055844055,17.624702301320546,0.08775079992547992,41.36363636363637,11,0.8825704225352112,0.017429577464788792
cross_environment,raw_openvins,loglinear_covariance,ACI,recent_300,0.1,0.9,0.8846065196565565,0.017718295549208316,0.8516703786191536,34.31098785253396,186.09314397849906,0.11270115782398551,31.727272727272727,11,0.8825264084507042,0.01747359154929584
cross_environment,raw_openvins_fit_bias,constant,AgACI-EWA,calibration_only,0.1,0.9,0.8829863641464653,0.05486524758319377,0.7653362897265337,86.20320144441587,2753.8225381821458,0.07724007526569737,16.0,11,0.8789612676056338,0.021038732394366266
cross_environment,standardized_correlation,loglinear_covariance,ACI,calibration_only,0.1,0.9,0.8848947530686797,0.08168392317037454,0.6419068736141907,4.998277964855394,15.332954770303248,0.0921467113078501,39.27272727272727,11,0.8765404929577465,0.023459507042253525
cross_environment,raw_openvins_fit_bias,constant,ACI,calibration_only,0.1,0.9,0.8805224047830514,0.06254871608583502,0.745750184774575,106.95644548630928,3510.736758713155,0.10404262346849076,22.727272727272727,11,0.8750880281690141,0.024911971830985924
cross_environment,correlation_shrink_0.75,loglinear_covariance,ACI,calibration_only,0.1,0.9,0.8768547173985415,0.053167608810179116,0.7563676633444075,2.383492798173238,24.78024201030932,0.09431289579588743,28.363636363636363,11,0.8749119718309859,0.02508802816901412
cross_environment,standardized_correlation,loglinear_covariance_time,AgACI-EWA,calibration_only,0.1,0.9,0.8857602090653679,0.11704059231312657,0.5362158167036216,3.5872826554899278,14.204204485547136,0.07476242551720971,30.181818181818183,11,0.8748679577464789,0.02513204225352117
cross_environment,raw_openvins,loglinear_covariance,AgACI-EWA,recent_300,0.1,0.9,0.876900424042173,0.020767346763239835,0.8322246858832225,20.654928702752393,102.89113256529053,0.08238958493754599,22.90909090909091,11,0.8747799295774648,0.025220070422535268
